Road Name	road_id	netw_id	feat_id	feat_type	name	lang_code	netw_geo_id	ferry_type	junction_id_from	junction_id_to	stacked_netw	part_of_structure	urban	back_road	stubble	processing_status	transition	display_class	routing_class	form_of_way	freeway	ramp	carriageway_designator	road_condition	no_through_traffic	rough_road	plural_junction	restricted_access	lez_restriction	toll_restriction	construction_status	demolition_date	simple_traffic_direction	blocked_passage_start	blocked_passage_end	num_of_lanes	speed_category	speedmax_pos	speedmax_neg	speed_dynamic	speed_average_pos	speed_average_neg	average_travel_time_pos	average_travel_time_neg	tourist_route_scenic	tourist_route_national	tourist_route_regional	tourist_route_nature	tourist_route_cultural	no_pedestrian_passage	not_crossable_by_pedestrians	ownership	overtaking_lane	ft_address_area_boundary_element	ft_road_element	ft_ferry_element	ft_railway_element	geometry
Finley Blvd	00005541-4c00-4600-0000-000017f56581	00005541-4c00-0400-0000-0000001de166	00005541-4c00-0400-0000-0000001de166	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de166		00005541-4c00-2800-ffff-ffffd049e214	00005541-4c00-2800-ffff-ffffd02a687b	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		68		3.5											false	true	false	false	{"type":"LineString","coordinates":[[-86.843013,33.532972],[-86.8423954,33.5332725]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56581	00005541-4c00-0400-0000-0000001de168	00005541-4c00-0400-0000-0000001de168	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de168		00005541-4c00-2800-ffff-ffffd049e20a	00005541-4c00-2800-ffff-ffffd02a687a	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		67		5.3											false	true	false	false	{"type":"LineString","coordinates":[[-86.841771,33.533737],[-86.842325,33.533476],[-86.8426926,33.5332995]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56581	00005541-4c00-0400-0000-0000001de169	00005541-4c00-0400-0000-0000001de169	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de169		00005541-4c00-2800-ffff-ffffd02a687a	00005541-4c00-2800-ffff-ffffd049e211	false		true	0	false	1		20	1	2	false			1		false							2			4	4	50	50		72		2.2											false	true	false	false	{"type":"LineString","coordinates":[[-86.8426926,33.5332995],[-86.843106,33.533101]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56581	00005541-4c00-0400-0000-0000001de180	00005541-4c00-0400-0000-0000001de180	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de180		00005541-4c00-2800-ffff-ffffd02a687b	00005541-4c00-2800-ffff-ffffd02a686e	false		true	0	false	1		20	1	2	false			1		false							2			4	4	50	50		60		2.3											false	true	false	false	{"type":"LineString","coordinates":[[-86.8423954,33.5332725],[-86.842193,33.533371],[-86.8420333,33.5334464]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56581	00005541-4c00-0400-0000-0000001de181	00005541-4c00-0400-0000-0000001de181	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de181		00005541-4c00-2800-ffff-ffffd02a686e	00005541-4c00-2800-ffff-ffffd049e20c	false		true	0	false	1		20	1	2	false			1		false							2			4	4	50	50		48		2.8											false	true	false	false	{"type":"LineString","coordinates":[[-86.8420333,33.5334464],[-86.841689,33.533609]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56587	00005541-4c00-0400-0000-0000001de182	00005541-4c00-0400-0000-0000001de182	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de182		00005541-4c00-2800-ffff-ffffd049e19e	00005541-4c00-2800-ffff-ffffd02a686d	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		80		3.7											false	true	false	false	{"type":"LineString","coordinates":[[-86.83553,33.536751],[-86.835905,33.536562],[-86.8362866,33.5363833]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56587	00005541-4c00-0400-0000-0000001de183	00005541-4c00-0400-0000-0000001de183	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de183		00005541-4c00-2800-ffff-ffffd02a686d	00005541-4c00-2800-ffff-ffffd049e1a4	false		true	0	false	1		20	1	2	false			1		false							2			4	4	50	50		80		2.4											false	true	false	false	{"type":"LineString","coordinates":[[-86.8362866,33.5363833],[-86.836789,33.536148]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56587	00005541-4c00-0400-0000-0000001de184	00005541-4c00-0400-0000-0000001de184	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de184		00005541-4c00-2800-ffff-ffffd049e1a8	00005541-4c00-2800-ffff-ffffd02a686c	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		80		3.7											false	true	false	false	{"type":"LineString","coordinates":[[-86.836695,33.536022],[-86.8359259,33.5363828]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56587	00005541-4c00-0400-0000-0000001de186	00005541-4c00-0400-0000-0000001de186	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de186		00005541-4c00-2800-ffff-ffffd02a686c	00005541-4c00-2800-ffff-ffffd02a686b	false		true	0	false	1		20	1	2	false			1		false							2			4	4	50	50		80		0.8											false	true	false	false	{"type":"LineString","coordinates":[[-86.8359259,33.5363828],[-86.8357521,33.5364643]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56587	00005541-4c00-0400-0000-0000001de187	00005541-4c00-0400-0000-0000001de187	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de187		00005541-4c00-2800-ffff-ffffd02a686b	00005541-4c00-2800-ffff-ffffd049e19d	false		true	0	false	1		20	1	2	false			1		false							2			4	4	50	50		80		1.5											false	true	false	false	{"type":"LineString","coordinates":[[-86.8357521,33.5364643],[-86.835433,33.536614]]}
Finley Blvd	00005541-4c00-4600-0000-000017f5658b	00005541-4c00-0400-0000-00000008b3b6	00005541-4c00-0400-0000-00000008b3b6	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000008b3b6		00005541-4c00-2800-ffff-ffffd049e161	00005541-4c00-2800-ffff-ffffd049e162	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		77		1.6											false	true	false	false	{"type":"LineString","coordinates":[[-86.833798,33.537318],[-86.833466,33.537471]]}
Finley Blvd	00005541-4c00-4600-0000-000017f5658b	00005541-4c00-0400-0000-00000009326d	00005541-4c00-0400-0000-00000009326d	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000009326d		00005541-4c00-2800-ffff-ffffd049e175	00005541-4c00-2800-ffff-ffffd049e161	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		77		0.7											false	true	false	false	{"type":"LineString","coordinates":[[-86.833939,33.537255],[-86.833798,33.537318]]}
Finley Blvd	00005541-4c00-4600-0000-000017f5658b	00005541-4c00-0400-0000-00000009326f	00005541-4c00-0400-0000-00000009326f	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000009326f		00005541-4c00-2800-ffff-ffffd049e174	00005541-4c00-2800-ffff-ffffd049e171	false		true	0	false	1		20	1	2	false			1		false							3			4	4	50	50			78		0.8										false	true	false	false	{"type":"LineString","coordinates":[[-86.834024,33.537395],[-86.833865,33.53746]]}
Finley Blvd	00005541-4c00-4600-0000-000017f5658b	00005541-4c00-0400-0000-00000009a704	00005541-4c00-0400-0000-00000009a704	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000009a704		00005541-4c00-2800-ffff-ffffd049e171	00005541-4c00-2800-ffff-ffffd049e167	false		true	0	false	1		20	1	2	false			1		false							3			4	4	50	50			78		1.9										false	true	false	false	{"type":"LineString","coordinates":[[-86.833865,33.53746],[-86.833476,33.53763]]}
Finley Blvd	00005541-4c00-4600-0000-000017f5658b	00005541-4c00-0400-0000-00000017fdea	00005541-4c00-0400-0000-00000017fdea	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000017fdea		00005541-4c00-2800-ffff-ffffd049e167	00005541-4c00-2800-ffff-ffffd033c7c0	false		true	0	false	1		20	1	2	false			1		false							3			3	4	50	50			76		4.2										false	true	false	false	{"type":"LineString","coordinates":[[-86.833476,33.53763],[-86.833047,33.537812],[-86.8326179,33.5379877]]}
Finley Blvd	00005541-4c00-4600-0000-000017f5658b	00005541-4c00-0400-0000-00000017fdeb	00005541-4c00-0400-0000-00000017fdeb	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000017fdeb		00005541-4c00-2800-ffff-ffffd033c7c0	00005541-4c00-2800-ffff-ffffd049e14f	false		true	0	false	1		20	1	2	false			1		false							3			3	4	50	50			74		1.4										false	true	false	false	{"type":"LineString","coordinates":[[-86.8326179,33.5379877],[-86.832341,33.538101]]}
Finley Blvd	00005541-4c00-4600-0000-000017f5658b	00005541-4c00-0400-0000-0000001de18b	00005541-4c00-0400-0000-0000001de18b	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de18b		00005541-4c00-2800-ffff-ffffd049e162	00005541-4c00-2800-ffff-ffffd049e147	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		75		5.5											false	true	false	false	{"type":"LineString","coordinates":[[-86.833466,33.537471],[-86.8326968,33.5377936],[-86.832355,33.537937]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565c8	00005541-4c00-0400-0000-00000014c732	00005541-4c00-0400-0000-00000014c732	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000014c732		00005541-4c00-2800-ffff-ffffd0355f5d	00005541-4c00-2800-ffff-ffffd049e0d6	false		true	0	false	1		20	1	2	false			1		false							3			3	6	50	50			48		4.5										false	true	false	false	{"type":"LineString","coordinates":[[-86.8282595,33.5400102],[-86.828232,33.540029],[-86.827767,33.540358]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565c8	00005541-4c00-0400-0000-0000001de1c7	00005541-4c00-0400-0000-0000001de1c7	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1c7		00005541-4c00-2800-ffff-ffffd035a64f	00005541-4c00-2800-ffff-ffffd02a684f	false		true	0	false	1		20	1	2	false			1		false							2			3	5	40	40		49		1.1											false	true	false	false	{"type":"LineString","coordinates":[[-86.8281758,33.5398845],[-86.8280546,33.5399654]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565c8	00005541-4c00-0400-0000-0000001de1c8	00005541-4c00-0400-0000-0000001de1c8	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1c8		00005541-4c00-2800-ffff-ffffd02a684f	00005541-4c00-2800-ffff-ffffd049e0d2	false		true	0	false	1		20	1	2	false			1		false							2			4	5	40	40		48		3.2											false	true	false	false	{"type":"LineString","coordinates":[[-86.8280546,33.5399654],[-86.8277,33.540202]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565cc	00005541-4c00-0400-0000-0000001de1c9	00005541-4c00-0400-0000-0000001de1c9	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1c9		00005541-4c00-2800-ffff-ffffd049e0d6	00005541-4c00-2800-ffff-ffffd02a684e	false		true	0	false	1		20	1	2	false			1		false							3			4	6	50	50			45		4.3										false	true	false	false	{"type":"LineString","coordinates":[[-86.827767,33.540358],[-86.827418,33.54058],[-86.8273025,33.5406563]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565cc	00005541-4c00-0400-0000-0000001de1ca	00005541-4c00-0400-0000-0000001de1ca	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1ca		00005541-4c00-2800-ffff-ffffd02a684e	00005541-4c00-2800-ffff-ffffd049e0c3	false		true	0	false	1		20	1	2	false			1		false							3			3	6	50	50			41		8.3										false	true	false	false	{"type":"LineString","coordinates":[[-86.8273025,33.5406563],[-86.826999,33.540857],[-86.826504,33.54118]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565cc	00005541-4c00-0400-0000-0000001de1cb	00005541-4c00-0400-0000-0000001de1cb	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1cb		00005541-4c00-2800-ffff-ffffd049e0d2	00005541-4c00-2800-ffff-ffffd02a684d	false		true	0	false	1		20	1	2	false			1		false							2			3	6	40	40		31		13.4											false	true	false	false	{"type":"LineString","coordinates":[[-86.8277,33.540202],[-86.82713,33.540586],[-86.826777,33.540819],[-86.826729,33.5408507]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565cc	00005541-4c00-0400-0000-0000001de1cc	00005541-4c00-0400-0000-0000001de1cc	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1cc		00005541-4c00-2800-ffff-ffffd02a684d	00005541-4c00-2800-ffff-ffffd049f8eb	false		true	0	false	1		20	1	2	false			1		false							2			3	7	40	40		19		6.8											false	true	false	false	{"type":"LineString","coordinates":[[-86.826729,33.5408507],[-86.826427,33.54105]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565e4	00005541-4c00-0400-0000-000000093966	00005541-4c00-0400-0000-000000093966	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-000000093966		00005541-4c00-2800-ffff-ffffd049e112	00005541-4c00-2800-ffff-ffffd049e0f7	false		true	0	false	1		20	1	2	false			1		false							3			3	5	50	50			52		10.1										false	true	false	false	{"type":"LineString","coordinates":[[-86.830406,33.538924],[-86.829567,33.539272],[-86.829325,33.539383],[-86.829014,33.539535]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565e4	00005541-4c00-0400-0000-00000009a707	00005541-4c00-0400-0000-00000009a707	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000009a707		00005541-4c00-2800-ffff-ffffd049e154	00005541-4c00-2800-ffff-ffffd049e112	false		true	0	false	1		20	1	2	false			1		false							3			3	5	50	50			67		4.8										false	true	false	false	{"type":"LineString","coordinates":[[-86.831258,33.53856],[-86.830406,33.538924]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565e4	00005541-4c00-0400-0000-00000017ffbe	00005541-4c00-0400-0000-00000017ffbe	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000017ffbe		00005541-4c00-2800-ffff-ffffd049e117	00005541-4c00-2800-ffff-ffffd033c6fb	false		true	0	false	1		20	1	2	false			1		false							2			3	5	50	50		56		8.7											false	true	false	false	{"type":"LineString","coordinates":[[-86.831065,33.538469],[-86.830331,33.53879],[-86.8297708,33.5390257]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565e4	00005541-4c00-0400-0000-0000001de18e	00005541-4c00-0400-0000-0000001de18e	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de18e		00005541-4c00-2800-ffff-ffffd033c6fb	00005541-4c00-2800-ffff-ffffd02a6867	false		true	0	false	1		20	1	2	false			1		false							2			3	6	50	50		34		0.9											false	true	false	false	{"type":"LineString","coordinates":[[-86.8297708,33.5390257],[-86.8296876,33.5390607]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565e4	00005541-4c00-0400-0000-0000001de1e3	00005541-4c00-0400-0000-0000001de1e3	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1e3		00005541-4c00-2800-ffff-ffffd02a6867	00005541-4c00-2800-ffff-ffffd02a6842	false		true	0	false	1		20	1	2	false			1		false							2			4	6	50	50		23		5.5											false	true	false	false	{"type":"LineString","coordinates":[[-86.8296876,33.5390607],[-86.829511,33.539135],[-86.8293545,33.5392055]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565e4	00005541-4c00-0400-0000-0000001de1e4	00005541-4c00-0400-0000-0000001de1e4	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1e4		00005541-4c00-2800-ffff-ffffd02a6842	00005541-4c00-2800-ffff-ffffd049e106	false		true	0	false	1		20	1	2	false			1		false							2			4	7	50	50		13		11.5											false	true	false	false	{"type":"LineString","coordinates":[[-86.8293545,33.5392055],[-86.829127,33.539308],[-86.828962,33.539386]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565e8	00005541-4c00-0400-0000-0000001de188	00005541-4c00-0400-0000-0000001de188	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de188		00005541-4c00-2800-ffff-ffffd049e18c	00005541-4c00-2800-ffff-ffffd02a686a	false		true	0	false	1		20	1	2	false			1		false							3			4	4	50	50			79		2.7										false	true	false	false	{"type":"LineString","coordinates":[[-86.835275,33.536856],[-86.8347179,33.5370983]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565e8	00005541-4c00-0400-0000-0000001de189	00005541-4c00-0400-0000-0000001de189	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de189		00005541-4c00-2800-ffff-ffffd02a686a	00005541-4c00-2800-ffff-ffffd049e174	false		true	0	false	1		20	1	2	false			1		false							3			3	4	50	50			79		3.3										false	true	false	false	{"type":"LineString","coordinates":[[-86.8347179,33.5370983],[-86.834507,33.53719],[-86.834024,33.537395]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565e8	00005541-4c00-0400-0000-0000001de1e7	00005541-4c00-0400-0000-0000001de1e7	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1e7		00005541-4c00-2800-ffff-ffffd049e18a	00005541-4c00-2800-ffff-ffffd02a683f	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		79		4.8											false	true	false	false	{"type":"LineString","coordinates":[[-86.835237,33.536706],[-86.834752,33.53692],[-86.8342196,33.5371394]]}
Finley Blvd	00005541-4c00-4600-0000-000017f565e8	00005541-4c00-0400-0000-0000001de1e8	00005541-4c00-0400-0000-0000001de1e8	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1e8		00005541-4c00-2800-ffff-ffffd02a683f	00005541-4c00-2800-ffff-ffffd049e175	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		78		1.3											false	true	false	false	{"type":"LineString","coordinates":[[-86.8342196,33.5371394],[-86.833939,33.537255]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56602	00005541-4c00-0400-0000-00000008aef4	00005541-4c00-0400-0000-00000008aef4	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000008aef4		00005541-4c00-2800-ffff-ffffd049f8e9	00005541-4c00-2800-ffff-ffffd049f8f2	false		true	0	false	1		20	1	2	false			1		false							3			3	6	50	50			35		2.2										false	true	false	false	{"type":"LineString","coordinates":[[-86.825909,33.541582],[-86.8257438,33.5417119]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56602	00005541-4c00-0400-0000-00000008af24	00005541-4c00-0400-0000-00000008af24	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000008af24		00005541-4c00-2800-ffff-ffffd049f8ec	00005541-4c00-2800-ffff-ffffd049f8ee	false		true	0	false	1		20	1	2	false			1		false							2			3	6	40	40		37		2.0											false	true	false	false	{"type":"LineString","coordinates":[[-86.825847,33.54144],[-86.8256721,33.5415553]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56602	00005541-4c00-0400-0000-000000093921	00005541-4c00-0400-0000-000000093921	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-000000093921		00005541-4c00-2800-ffff-ffffd049f8f2	00005541-4c00-2800-ffff-ffffd049d857	false		true	0	false	1		20	1	2	false			1		false							3			3	7	50	50			29		7.6										false	true	false	false	{"type":"LineString","coordinates":[[-86.8257438,33.5417119],[-86.825529,33.541846],[-86.825225,33.542049]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56602	00005541-4c00-0400-0000-000000093930	00005541-4c00-0400-0000-000000093930	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-000000093930		00005541-4c00-2800-ffff-ffffd049f8eb	00005541-4c00-2800-ffff-ffffd049f8ec	false		true	0	false	1		20	1	2	false			1		false							2			3	6	40	40		36		6.9											false	true	false	false	{"type":"LineString","coordinates":[[-86.826427,33.54105],[-86.825847,33.54144]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56602	00005541-4c00-0400-0000-0000001de1ff	00005541-4c00-0400-0000-0000001de1ff	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1ff		00005541-4c00-2800-ffff-ffffd049f8ee	00005541-4c00-2800-ffff-ffffd02a6833	false		true	0	false	1		20	1	2	false			1		false							2			3	6	40	40		28		3.6											false	true	false	false	{"type":"LineString","coordinates":[[-86.8256721,33.5415553],[-86.8255137,33.5416665],[-86.8254371,33.5417182]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56602	00005541-4c00-0400-0000-0000001de200	00005541-4c00-0400-0000-0000001de200	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de200		00005541-4c00-2800-ffff-ffffd02a6833	00005541-4c00-2800-ffff-ffffd049f8ed	false		true	0	false	1		20	1	2	false			1		false							2			4	7	40	40		22		5.4											false	true	false	false	{"type":"LineString","coordinates":[[-86.8254371,33.5417182],[-86.825159,33.541906]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56602	00005541-4c00-0400-0000-0000001de201	00005541-4c00-0400-0000-0000001de201	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de201		00005541-4c00-2800-ffff-ffffd049e0c3	00005541-4c00-2800-ffff-ffffd02a6832	false		true	0	false	1		20	1	2	false			1		false							3			4	6	50	50			22		8.0										false	true	false	false	{"type":"LineString","coordinates":[[-86.826504,33.54118],[-86.826141,33.541426],[-86.8260937,33.5414578]]}
Finley Blvd	00005541-4c00-4600-0000-000017f56602	00005541-4c00-0400-0000-0000001de202	00005541-4c00-0400-0000-0000001de202	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de202		00005541-4c00-2800-ffff-ffffd02a6832	00005541-4c00-2800-ffff-ffffd049f8e9	false		true	0	false	1		20	1	2	false			1		false							3			3	6	50	50			31		2.6										false	true	false	false	{"type":"LineString","coordinates":[[-86.8260937,33.5414578],[-86.825909,33.541582]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70abc	00005541-4c00-0400-0000-00000008b92b	00005541-4c00-0400-0000-00000008b92b	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000008b92b		00005541-4c00-2800-ffff-ffffd049e234	00005541-4c00-2800-ffff-ffffd049e22f	false		true	0	false	1		20	1	2	false			1		false							3			3	5	50	50			67		4.1										false	true	false	false	{"type":"LineString","coordinates":[[-86.848209,33.530627],[-86.847493,33.530974]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70abc	00005541-4c00-0400-0000-00000008b94a	00005541-4c00-0400-0000-00000008b94a	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000008b94a		00005541-4c00-2800-ffff-ffffd049e235	00005541-4c00-2800-ffff-ffffd049e234	false		true	0	false	1		20	1	2	false			1		false							3			3	5	50	50			64		1.2										false	true	false	false	{"type":"LineString","coordinates":[[-86.848406,33.530537],[-86.848209,33.530627]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70abc	00005541-4c00-0400-0000-00000008b964	00005541-4c00-0400-0000-00000008b964	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000008b964		00005541-4c00-2800-ffff-ffffd049e23e	00005541-4c00-2800-ffff-ffffd049e235	false		true	0	false	1		20	1	2	false			1		false							3			3	5	50	50			63		1.3										false	true	false	false	{"type":"LineString","coordinates":[[-86.848628,33.530435],[-86.848406,33.530537]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70abc	00005541-4c00-0400-0000-0000001de14a	00005541-4c00-0400-0000-0000001de14a	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de14a		00005541-4c00-2800-ffff-ffffd049e22e	00005541-4c00-2800-ffff-ffffd02a6889	false		true	0	false	1		20	1	2	false			1		false							3			4	4	50	50			69		3.2										false	true	false	false	{"type":"LineString","coordinates":[[-86.847408,33.530851],[-86.8479867,33.5305694]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70abc	00005541-4c00-0400-0000-0000001f86bc	00005541-4c00-0400-0000-0000001f86bc	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001f86bc		00005541-4c00-2800-ffff-ffffd02a6889	00005541-4c00-2800-ffff-ffffd049e240	false		true	0	false	1		20	1	2	false			1		false							3			3	5	50	50			66		3.3										false	true	false	false	{"type":"LineString","coordinates":[[-86.8479867,33.5305694],[-86.8482479,33.5304422],[-86.848312,33.530411],[-86.848544,33.530298]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70abe	00005541-4c00-0400-0000-0000001de164	00005541-4c00-0400-0000-0000001de164	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de164		00005541-4c00-2800-ffff-ffffd049e209	00005541-4c00-2800-ffff-ffffd02a687c	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		65		5.1											false	true	false	false	{"type":"LineString","coordinates":[[-86.840547,33.534333],[-86.8414056,33.5339149]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70abe	00005541-4c00-0400-0000-0000001de165	00005541-4c00-0400-0000-0000001de165	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de165		00005541-4c00-2800-ffff-ffffd02a687c	00005541-4c00-2800-ffff-ffffd049e20a	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		44		3.2											false	true	false	false	{"type":"LineString","coordinates":[[-86.8414056,33.5339149],[-86.841771,33.533737]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70abe	882da322-7b7b-4472-bea6-abd8cf4abc34	882da322-7b7b-4472-bea6-abd8cf4abc34	4110	Finley Blvd	ENG	882da322-7b7b-4472-bea6-abd8cf4abc34		d284f225-cba3-47e5-ba56-95e82137363b	00005541-4c00-2800-ffff-ffffd049e208	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		75		2.5											false	true	false	false	{"type":"LineString","coordinates":[[-86.8409419,33.5339674],[-86.840457,33.5342]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70abe	fc785357-aa1d-4212-8015-bef21df472b6	fc785357-aa1d-4212-8015-bef21df472b6	4110	Finley Blvd	ENG	fc785357-aa1d-4212-8015-bef21df472b6		00005541-4c00-2800-ffff-ffffd049e20c	d284f225-cba3-47e5-ba56-95e82137363b	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		69		4.2											false	true	false	false	{"type":"LineString","coordinates":[[-86.841689,33.533609],[-86.8409419,33.5339674]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70b76	00005541-4c00-0400-0000-00000008b309	00005541-4c00-0400-0000-00000008b309	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-00000008b309		00005541-4c00-2800-ffff-ffffd049e147	00005541-4c00-2800-ffff-ffffd049e117	false		true	0	false	1		20	1	2	false			1		false							2			3	4	50	50		69		7.0											false	true	false	false	{"type":"LineString","coordinates":[[-86.832355,33.537937],[-86.831065,33.538469]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70b76	00005541-4c00-0400-0000-0000001de18d	00005541-4c00-0400-0000-0000001de18d	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de18d		00005541-4c00-2800-ffff-ffffd02a6868	00005541-4c00-2800-ffff-ffffd049e155	false		true	0	false	1		20	1	2	false			1		false							3			3	4	50	50			71		0.6										false	true	false	false	{"type":"LineString","coordinates":[[-86.8317917,33.5383404],[-86.831678,33.53839]]}
Finley Blvd	00005541-4c00-4600-0000-000017f70b76	00005541-4c00-0400-0000-0000001de1e5	00005541-4c00-0400-0000-0000001de1e5	4110	Finley Blvd	ENG	00005541-4c00-0400-0000-0000001de1e5		00005541-4c00-2800-ffff-ffffd049e14f	00005541-4c00-2800-ffff-ffffd02a6841	false		true	0	false	1		20	1	2	false			1		false							3			4	4	50	50			72		2.0										false	true	false	false	{"type":"LineString","coordinates":[[-86.832341,33.538101],[-86.8319557,33.5382689]]}
