id	entitytype	index_geometry	latitude	longitude	name	name_lng	name_type	road_class	route_dir	route_num	shield_code	micode	a2_code
f9fa71f0-13ae-4cf9-9e13-383d791f9e09	road_element	{"type":"LineString","coordinates":[[-85.9779879,34.8059368],[-85.977993,34.806159],[-85.978135,34.808678],[-85.978103,34.809096],[-85.978022,34.809206],[-85.977888,34.809259],[-85.976875,34.809251]]}	-85.977907	34.808017	County Road 42	ENG	4	5		42	8200	20060000	AL071
fa90334b-01b6-424a-8b8b-7276aa0014b7	road_element	{"type":"LineString","coordinates":[[-85.914954,34.795899],[-85.917232,34.799619],[-85.9175989,34.8001558]]}	-85.916265	34.798035	County Road 42	ENG	4	5		42	8200	20060000	AL071
fb58aff7-f80f-4945-b3c6-95bd7038c26c	road_element	{"type":"LineString","coordinates":[[-85.834242,34.864821],[-85.8348539,34.865411]]}	-85.834548	34.865116	Kentucky Ave	ENG	4	5		117	5500	20060000	AL071
fbe280c6-a559-4fc7-b670-88937ffeece1	road_element	{"type":"LineString","coordinates":[[-86.039089,34.642064],[-86.0388017,34.6428832],[-86.0386076,34.6434405]]}	-86.038848	34.642752	S Broad St	ENG	4	4		279	5500	20050000	AL071
fbf8d486-f36c-414d-ae0c-ce2a9e728d57	road_element	{"type":"LineString","coordinates":[[-86.004759,34.674714],[-86.004943,34.6744979]]}	-86.004851	34.674606	John T Reid Pkwy	ENG	4	3		2	5500	20040000	AL071
fbf8d486-f36c-414d-ae0c-ce2a9e728d57	road_element	{"type":"LineString","coordinates":[[-86.004759,34.674714],[-86.004943,34.6744979]]}	-86.004851	34.674606	John T Reid Pkwy	ENG	4	3	E	72	5450	20040000	AL071
fc1d1d91-18c3-49a3-a5b0-5ba4e6521470	road_element	{"type":"LineString","coordinates":[[-85.859885,34.7652901],[-85.8598662,34.7655656],[-85.8598314,34.7658013],[-85.8597697,34.7660349],[-85.859708,34.7662046],[-85.8596812,34.7663566],[-85.8596946,34.7665196],[-85.8597455,34.766643],[-85.859826,34.7667774],[-85.8599172,34.7669383]]}	-85.859793	34.766134	County Road 246	ENG	4	7		246	8200	20080000	AL071
fc49a152-947c-4140-b3e4-8c0b4f448b6e	road_element	{"type":"LineString","coordinates":[[-85.9095437,34.5466687],[-85.910017,34.5466695]]}	-85.90978	34.546669	County Road 247	ENG	4	7		247	8200	20080000	AL071
fd38aeda-0184-4892-a4f7-1f1d560cf0ae	road_element	{"type":"LineString","coordinates":[[-85.977898,34.801989],[-85.9779879,34.8059368]]}	-85.977943	34.803963	County Road 42	ENG	4	5		39	8200	20060000	AL071
fd38aeda-0184-4892-a4f7-1f1d560cf0ae	road_element	{"type":"LineString","coordinates":[[-85.977898,34.801989],[-85.9779879,34.8059368]]}	-85.977943	34.803963	County Road 42	ENG	4	5		42	8200	20060000	AL071
fd5a3984-4b3f-4dbb-9729-bfdff2cf3cf9	road_element	{"type":"LineString","coordinates":[[-85.9663423,34.7217792],[-85.9668354,34.7219316]]}	-85.966589	34.721855	County Road 33	ENG	4	5		33	8200	20060000	AL071
fd803223-dabc-40db-97f2-6e0ed76a0478	road_element	{"type":"LineString","coordinates":[[-85.919603,34.7129389],[-85.9192999,34.7130293],[-85.9190478,34.713133],[-85.918809,34.7132432],[-85.9185381,34.7133997],[-85.9183048,34.7135739],[-85.9181197,34.713726],[-85.9179722,34.7138672],[-85.9177844,34.7140678],[-85.9176844,34.7141855]]}	-85.918576	34.713458	Bellefonte Rd	ENG	17	6			0	20070000	AL071
fdbc08a5-4d4f-4720-9dc1-23bcecfd1197	road_element	{"type":"LineString","coordinates":[[-85.9879929,34.649246],[-85.9885511,34.6495423],[-85.9894578,34.6500224]]}	-85.988725	34.649634	Veterans Dr	ENG	4	4		35	5500	20050000	AL071
fddbfa73-66f4-4b1d-bf2f-e22c03511913	road_element	{"type":"LineString","coordinates":[[-86.1471172,34.547616],[-86.1470578,34.5476713]]}	-86.147088	34.547644	AL Highway 79	ENG	4	4		79	5500	20050000	AL071
fe3d33ea-bab4-493a-bf3f-3b5bc52cc579	road_element	{"type":"LineString","coordinates":[[-85.8348539,34.865411],[-85.834969,34.865522]]}	-85.834911	34.865467	Kentucky Ave	ENG	4	5		117	5500	20060000	AL071
fe6f2881-fdb2-4e21-ab43-2a13422d20db	road_element	{"type":"LineString","coordinates":[[-85.9770928,34.5779908],[-85.9771695,34.5780338]]}	-85.977131	34.578012	Tammy Little Dr	ENG	4	4		35	5500	20050000	AL071
ff55a232-ba7f-40e2-8154-de73551372ac	road_element	{"type":"LineString","coordinates":[[-85.9250346,34.7131428],[-85.9248896,34.7130933],[-85.924828,34.7130665]]}	-85.924931	34.713106	Bellefonte Rd	ENG	17	7			0	20080000	AL071
ff7dbd29-cdfc-4bed-854a-9868105a9516	road_element	{"type":"LineString","coordinates":[[-85.8419482,34.69176],[-85.841892,34.691814],[-85.841527,34.692207],[-85.841134,34.692698],[-85.840008,34.694249],[-85.839586,34.694927],[-85.839094,34.695846],[-85.838682,34.696723],[-85.838519,34.697056]]}	-85.840087	34.694312	County Road 58	ENG	4	5		58	8200	20060000	AL071
ff894a95-a0d7-403e-a3c0-45807e447d2a	road_element	{"type":"LineString","coordinates":[[-85.919603,34.7129389],[-85.9199168,34.713058],[-85.9201045,34.7131616],[-85.9202306,34.7132785],[-85.9203272,34.7134218]]}	-85.919999	34.713136	Belfont Rd	ENG	17	6			0	20070000	AL071
00005541-4c00-0400-0000-0000000024b0	road_element	{"type":"LineString","coordinates":[[-86.358274,34.701233],[-86.358246,34.702472]]}	-86.35826	34.701853	Hereford Rd	ENG	17	6			0	20070000	AL071
00005541-4c00-0400-0000-000000005b85	road_element	{"type":"LineString","coordinates":[[-85.786594,34.625333],[-85.786901,34.625634],[-85.787138,34.625779],[-85.787442,34.625914],[-85.788475,34.626232],[-85.790328,34.626867],[-85.790575,34.626984]]}	-85.788534	34.626242	County Road 163	ENG	4	6		163	8200	20070000	AL071
00005541-4c00-0400-0000-000000007a35	road_element	{"type":"LineString","coordinates":[[-85.634112,34.813112],[-85.634145,34.812717]]}	-85.634129	34.812915	County Road 295	ENG	17	7			0	20080000	AL071
00005541-4c00-0400-0000-000000007e11	road_element	{"type":"LineString","coordinates":[[-86.283593,34.599768],[-86.283259,34.599805],[-86.281456,34.599841],[-86.280612,34.599856],[-86.280107,34.599856],[-86.279925,34.599862],[-86.279792,34.599882],[-86.27966,34.599913],[-86.279584,34.59995],[-86.279483,34.600002]]}	-86.281527	34.599841	County Road 214	ENG	4	7		214	8200	20080000	AL071
00005541-4c00-0400-0000-000000007e19	road_element	{"type":"LineString","coordinates":[[-86.149094,34.562764],[-86.149102,34.562969],[-86.149048,34.566888]]}	-86.149076	34.564826	County Line Rd	ENG	17	7			0	20080000	AL071
00005541-4c00-0400-0000-000000007e1b	road_element	{"type":"LineString","coordinates":[[-86.14907,34.562644],[-86.149094,34.562764]]}	-86.149082	34.562704	County Line Rd	ENG	17	7			0	20080000	AL071
00005541-4c00-0400-0000-000000007e1c	road_element	{"type":"LineString","coordinates":[[-86.149816,34.532584],[-86.149775,34.532653],[-86.149761,34.532751],[-86.149754,34.532923],[-86.149761,34.533037],[-86.149814,34.533347]]}	-86.149775	34.532961	Holiday Shores Rd	ENG	17	7			0	20080000	AL071
